rentabilidad óptima,riesgo asociado,composicion de portafolio
0.13090000000000002,0.1675192302393967,"[0.005, 0.22, 0.0, 0.775]"
0.1307,0.16726903479126076,"[0.015, 0.21, 0.0, 0.775]"
0.1308,0.16701973685765403,"[0.0, 0.23, 0.0, 0.77]"
0.12840000000000001,0.1591068587459384,"[0.0, 0.29, 0.0, 0.71]"
0.12480000000000001,0.14818735607331684,"[0.0, 0.38, 0.0, 0.62]"
0.1247,0.14804232502902673,"[0.005, 0.375, 0.0, 0.62]"
0.12980000000000003,0.16443002311013644,"[0.02, 0.225, 0.0, 0.755]"
0.12990000000000002,0.1641904991161182,"[0.005, 0.245, 0.0, 0.75]"
0.1297,0.1639519213062171,"[0.015, 0.23500000000000001, 0.0, 0.75]"
0.1298,0.16371429381700303,"[0.0, 0.255, 0.0, 0.745]"
0.1297,0.1634776207925721,"[0.005, 0.25, 0.0, 0.745]"
0.1246,0.14786453259656288,"[0.01, 0.37, 0.0, 0.62]"
0.12460000000000002,0.14772045389857152,"[0.0, 0.385, 0.0, 0.615]"
0.12450000000000001,0.1475429852619229,"[0.005, 0.38, 0.0, 0.615]"
0.12440000000000001,0.14739986431472724,"[0.0, 0.385, 0.005, 0.61]"
0.12440000000000001,0.14722272243101606,"[0.01, 0.375, 0.0, 0.615]"
0.12440000000000001,0.14708056465760525,"[0.0, 0.39, 0.0, 0.61]"
0.1295,0.1632740028295993,"[0.015, 0.24, 0.0, 0.745]"
0.12960000000000002,0.16303623063601538,"[0.0, 0.26, 0.0, 0.74]"
0.1292,0.16279941646087065,"[0.03, 0.225, 0.0, 0.745]"
0.12430000000000001,0.14690375250482884,"[0.005, 0.385, 0.0, 0.61]"
0.1242,0.1467625633463793,"[0.01, 0.38, 0.0, 0.61]"
0.12420000000000002,0.1465860839234066,"[0.0, 0.395, 0.0, 0.605]"
0.12400000000000003,0.14644586883896726,"[0.01, 0.38, 0.005, 0.605]"
0.12410000000000002,0.1462697251655311,"[0.005, 0.39, 0.0, 0.605]"
0.12400000000000003,0.14613048963169872,"[0.01, 0.385, 0.0, 0.605]"
0.12940000000000002,0.1623629268028881,"[0.0, 0.265, 0.0, 0.735]"
0.1292,0.162125977252259,"[0.0, 0.265, 0.005, 0.73]"
0.12810000000000002,0.15869001228810842,"[0.005, 0.28500000000000003, 0.005, 0.705]"
0.12400000000000001,0.14595468474838347,"[0.0, 0.4, 0.0, 0.6]"
0.12390000000000001,0.14581643425896823,"[0.005, 0.395, 0.0, 0.6]"
0.1288,0.160809452458492,"[0.01, 0.265, 0.0, 0.725]"
0.12380000000000002,0.1456409712271928,"[0.01, 0.39, 0.0, 0.6]"
0.12380000000000001,0.1455037112928739,"[0.0, 0.405, 0.0, 0.595]"
0.1237,0.14532859319486996,"[0.015, 0.385, 0.0, 0.6]"
0.1237,0.145192329342841,"[0.005, 0.4, 0.0, 0.595]"
0.12360000000000002,0.14501755928162632,"[0.01, 0.395, 0.0, 0.595]"
0.12360000000000002,0.1448822970552303,"[0.0, 0.41000000000000003, 0.0, 0.59]"
0.128,0.15787156963810806,"[0.0, 0.3, 0.0, 0.7000000000000001]"
0.12350000000000001,0.14470787815457734,"[0.005, 0.405, 0.0, 0.59]"
0.12340000000000001,0.14457362311293165,"[0.02, 0.385, 0.0, 0.595]"
0.12340000000000001,0.14439955851733063,"[0.01, 0.4, 0.0, 0.59]"
0.12340000000000001,0.144266316234941,"[0.0, 0.41500000000000004, 0.0, 0.585]"
0.1233,0.14409260910955843,"[0.005, 0.41000000000000003, 0.0, 0.585]"
0.1232,0.1439603851759226,"[0.01, 0.405, 0.0, 0.585]"
0.12930000000000003,0.16257986498948757,"[0.015, 0.245, 0.0, 0.74]"
0.1232,0.1437870387065538,"[0.0, 0.42, 0.0, 0.58]"
0.12310000000000001,0.14365583872575455,"[0.015, 0.4, 0.0, 0.585]"
0.12310000000000001,0.1434828561187712,"[0.005, 0.41500000000000004, 0.0, 0.58]"
0.12300000000000003,0.14335268570905813,"[0.01, 0.41000000000000003, 0.0, 0.58]"
0.12300000000000003,0.1431800701913503,"[0.0, 0.425, 0.0, 0.5750000000000001]"
0.12290000000000001,0.14305093498471094,"[0.005, 0.42, 0.0, 0.5750000000000001]"
0.12280000000000002,0.14287868980362325,"[0.02, 0.4, 0.0, 0.58]"
0.12280000000000002,0.14275059544534305,"[0.01, 0.41500000000000004, 0.0, 0.5750000000000001]"
0.12270000000000003,0.1425787238686053,"[0.015, 0.41000000000000003, 0.0, 0.5750000000000001]"
0.1227,0.1424516760168163,"[0.005, 0.425, 0.0, 0.5700000000000001]"
0.12910000000000002,0.1618987723857102,"[0.005, 0.26, 0.005, 0.73]"
0.12260000000000001,0.1422801813324681,"[0.01, 0.42, 0.0, 0.5700000000000001]"
0.12260000000000001,0.14215418565768648,"[0.0, 0.435, 0.0, 0.5650000000000001]"
0.12250000000000003,0.14198307117399597,"[0.015, 0.41500000000000004, 0.0, 0.5700000000000001]"
0.12240000000000001,0.14185813335864814,"[0.02, 0.41000000000000003, 0.0, 0.5700000000000001]"
0.12240000000000002,0.1416874024040246,"[0.01, 0.425, 0.0, 0.5650000000000001]"
0.12230000000000002,0.14156352814196177,"[0.015, 0.42, 0.0, 0.5650000000000001]"
0.12230000000000002,0.14139318406486218,"[0.005, 0.435, 0.0, 0.56]"
0.12220000000000003,0.14127037906086326,"[0.02, 0.41500000000000004, 0.0, 0.5650000000000001]"
0.12220000000000003,0.14110042522969232,"[0.0, 0.445, 0.0, 0.555]"
0.12210000000000001,0.14097869519895548,"[0.015, 0.425, 0.0, 0.56]"
0.12210000000000001,0.1408091350019593,"[0.005, 0.44, 0.0, 0.555]"
0.12200000000000003,0.14068848566958134,"[0.01, 0.435, 0.0, 0.555]"
0.12200000000000003,0.1405193225147346,"[0.0, 0.45, 0.0, 0.55]"
0.12190000000000002,0.14039975961517884,"[0.015, 0.43, 0.0, 0.555]"
0.12180000000000002,0.14023099693006535,"[0.02, 0.425, 0.0, 0.555]"
0.12180000000000002,0.1401125262066172,"[0.01, 0.44, 0.0, 0.55]"
0.1287,0.16059613943056045,"[0.015, 0.26, 0.0, 0.725]"
0.12170000000000003,0.13994416743830376,"[0.025, 0.42, 0.0, 0.555]"
0.1217,0.13982679464251477,"[0.005, 0.45, 0.0, 0.545]"
0.12160000000000001,0.13965884325741784,"[0.02, 0.43, 0.0, 0.55]"
0.12160000000000001,0.13954257414853719,"[0.0, 0.46, 0.0, 0.54]"
0.12150000000000002,0.13937503363228293,"[0.005, 0.455, 0.0, 0.54]"
0.12140000000000001,0.13925987397667716,"[0.03, 0.42, 0.0, 0.55]"
0.12140000000000002,0.13909274783395428,"[0.01, 0.45, 0.0, 0.54]"
0.12130000000000002,0.13897870340451446,"[0.025, 0.43, 0.0, 0.545]"
0.12130000000000002,0.1388119951589199,"[0.015, 0.445, 0.0, 0.54]"
0.12120000000000002,0.1386990717344568,"[0.02, 0.44, 0.0, 0.54]"
0.12120000000000003,0.13853278492833385,"[0.0, 0.47000000000000003, 0.0, 0.53]"
0.12110000000000001,0.13842098829296084,"[0.025, 0.435, 0.0, 0.54]"
0.12110000000000001,0.13825512648723012,"[0.005, 0.465, 0.0, 0.53]"
0.12100000000000002,0.1381444624297333,"[0.01, 0.46, 0.0, 0.53]"
0.12090000000000002,0.13797902920371632,"[0.035, 0.425, 0.0, 0.54]"
0.12090000000000002,0.1378695035169127,"[0.015, 0.455, 0.0, 0.53]"
0.12080000000000002,0.13770450246814736,"[0.03, 0.435, 0.0, 0.535]"
0.12080000000000002,0.13759612094823023,"[0.02, 0.45, 0.0, 0.53]"
0.12070000000000003,0.13743155569227905,"[0.025, 0.445, 0.0, 0.53]"
0.12070000000000002,0.13732432413815115,"[0.015, 0.46, 0.0, 0.525]"
0.12060000000000001,0.1371601983084014,"[0.03, 0.44, 0.0, 0.53]"
0.12060000000000001,0.13705412252099533,"[0.01, 0.47000000000000003, 0.0, 0.52]"
0.12050000000000002,0.13689043976845133,"[0.035, 0.435, 0.0, 0.53]"
0.12050000000000001,0.13678552555003765,"[0.005, 0.48, 0.0, 0.515]"
0.12040000000000002,0.13662228954310493,"[0.01, 0.47500000000000003, 0.0, 0.515]"
0.12030000000000002,0.13651854269658756,"[0.045, 0.425, 0.0, 0.53]"
0.12030000000000002,0.13635575712084913,"[0.025, 0.455, 0.0, 0.52]"
0.12020000000000002,0.13625318344904827,"[0.04, 0.435, 0.0, 0.525]"
0.12020000000000002,0.13609085200703241,"[0.02, 0.465, 0.0, 0.515]"
0.12010000000000001,0.1359894573119549,"[0.045, 0.43, 0.0, 0.525]"
0.1282,0.1584841711339022,"[0.0, 0.295, 0.0, 0.705]"
0.12010000000000001,0.1358275837228948,"[0.025, 0.46, 0.0, 0.515]"
0.12000000000000002,0.1357273738049919,"[0.03, 0.455, 0.0, 0.515]"
0.12000000000000002,0.1355659618045769,"[0.01, 0.485, 0.0, 0.505]"
0.11990000000000002,0.13540531747313322,"[0.035, 0.45, 0.0, 0.515]"
0.11980000000000002,0.13520817282989958,"[0.04, 0.445, 0.0, 0.515]"
0.1282,0.15889660159990837,"[0.0, 0.29, 0.005, 0.705]"
0.11970000000000001,0.13504769527837193,"[0.045, 0.44, 0.0, 0.515]"
0.11970000000000003,0.13488799056995399,"[0.025, 0.47000000000000003, 0.0, 0.505]"
0.11960000000000001,0.1346956569455749,"[0.05, 0.435, 0.0, 0.515]"
0.11950000000000002,0.13453612897656897,"[0.055, 0.43, 0.0, 0.515]"
0.11950000000000002,0.13437737904870745,"[0.035, 0.46, 0.0, 0.505]"
0.11940000000000002,0.13418990274979709,"[0.04, 0.455, 0.0, 0.505]"
0.11930000000000002,0.1340313396187623,"[0.055, 0.435, 0.0, 0.51]"
0.11930000000000002,0.13387355974948897,"[0.035, 0.465, 0.0, 0.5]"
0.11920000000000001,0.13369098698117235,"[0.05, 0.445, 0.0, 0.505]"
0.11910000000000001,0.13353340406055708,"[0.055, 0.44, 0.0, 0.505]"
0.11910000000000001,0.13337660964352036,"[0.025, 0.485, 0.0, 0.49]"
0.11900000000000002,0.13319898648263057,"[0.01, 0.51, 0.0, 0.48]"
0.11890000000000002,0.1330423992567783,"[0.035, 0.47500000000000003, 0.0, 0.49]"
0.11880000000000002,0.13288660579606962,"[0.07, 0.425, 0.0, 0.505]"
0.11880000000000002,0.13271397816356797,"[0.04, 0.47000000000000003, 0.0, 0.49]"
0.11870000000000003,0.13255840222332194,"[0.015, 0.51, 0.0, 0.47500000000000003]"
0.11860000000000001,0.1324036253280098,"[0.07, 0.43, 0.0, 0.5]"
0.11860000000000001,0.13223603896064037,"[0.05, 0.46, 0.0, 0.49]"
0.11850000000000002,0.1320814899976526,"[0.055, 0.455, 0.0, 0.49]"
0.1184,0.13192774537602014,"[0.07, 0.435, 0.0, 0.495]"
0.11840000000000002,0.13176524579721316,"[0.03, 0.495, 0.0, 0.47500000000000003]"
0.11830000000000002,0.1316117395979553,"[0.065, 0.445, 0.0, 0.49]"
0.11820000000000003,0.13145904305143863,"[0.01, 0.53, 0.0, 0.46]"
0.11820000000000003,0.13130167554147967,"[0.04, 0.485, 0.0, 0.47500000000000003]"
0.11810000000000001,0.13114922798095308,"[0.075, 0.435, 0.0, 0.49]"
0.11800000000000002,0.1309975953977782,"[0.08, 0.43, 0.0, 0.49]"
0.11800000000000002,0.13084540496326189,"[0.06, 0.46, 0.0, 0.48]"
0.11790000000000002,0.13069403199840457,"[0.065, 0.455, 0.0, 0.48]"
0.11790000000000003,0.13054347934692107,"[0.055, 0.47000000000000003, 0.0, 0.47500000000000003]"
0.11780000000000002,0.1303965106895119,"[0.07, 0.45, 0.0, 0.48]"
0.11770000000000003,0.130246228352302,"[0.065, 0.46, 0.0, 0.47500000000000003]"
0.11770000000000003,0.13009677167401196,"[0.055, 0.47500000000000003, 0.0, 0.47000000000000003]"
0.11760000000000002,0.12995506915853647,"[0.07, 0.455, 0.0, 0.47500000000000003]"
0.11750000000000002,0.12980589354879077,"[0.085, 0.435, 0.0, 0.48]"
0.11750000000000002,0.12965754895107343,"[0.065, 0.465, 0.0, 0.47000000000000003]"
0.11740000000000003,0.12952115657297072,"[0.08, 0.445, 0.0, 0.47500000000000003]"
0.11730000000000002,0.12937310385083908,"[0.095, 0.425, 0.0, 0.48]"
0.11730000000000002,0.12922588749937064,"[0.075, 0.455, 0.0, 0.47000000000000003]"
0.11720000000000003,0.1290948488515324,"[0.09, 0.435, 0.0, 0.47500000000000003]"
0.11720000000000001,0.12894793522968873,"[0.07, 0.465, 0.0, 0.465]"
0.11710000000000002,0.12880186334055885,"[0.065, 0.47500000000000003, 0.0, 0.46]"
0.11700000000000002,0.128676221579591,"[0.09, 0.44, 0.0, 0.47000000000000003]"
0.11700000000000002,0.1285304633151223,"[0.08, 0.455, 0.0, 0.465]"
0.11690000000000002,0.1283855521466493,"[0.095, 0.435, 0.0, 0.47000000000000003]"
0.11690000000000002,0.12826534995859168,"[0.075, 0.465, 0.0, 0.46]"
0.11680000000000001,0.1281207633445883,"[0.09, 0.445, 0.0, 0.465]"
0.11670000000000001,0.1279770291888353,"[0.095, 0.44, 0.0, 0.465]"
0.11670000000000003,0.12786230875437843,"[0.085, 0.455, 0.0, 0.46]"
0.11660000000000001,0.12771891011122824,"[0.1, 0.435, 0.0, 0.465]"
0.11660000000000001,0.1275763692852246,"[0.08, 0.465, 0.0, 0.455]"
0.11650000000000002,0.12746717224446455,"[0.095, 0.445, 0.0, 0.46]"
0.11650000000000002,0.12732497791085612,"[0.075, 0.47500000000000003, 0.0, 0.45]"
0.11640000000000003,0.12718364674752805,"[0.08, 0.47000000000000003, 0.0, 0.45]"
0.11630000000000001,0.12708001416430517,"[0.105, 0.435, 0.0, 0.46]"
0.11630000000000001,0.12693904048794444,"[0.095, 0.45, 0.0, 0.455]"
0.11620000000000001,0.1267989353267605,"[0.1, 0.445, 0.0, 0.455]"
0.11620000000000003,0.12665970156288855,"[0.09, 0.46, 0.0, 0.45]"
0.11610000000000002,0.126514396414005,"[0.095, 0.455, 0.0, 0.45]"
0.11600000000000002,0.12637528437158907,"[0.11, 0.435, 0.0, 0.455]"
0.11600000000000002,0.12623704884066325,"[0.09, 0.465, 0.0, 0.445]"
0.11590000000000002,0.1260996927038286,"[0.105, 0.445, 0.0, 0.45]"
0.11590000000000002,0.12596713857193073,"[0.085, 0.47500000000000003, 0.0, 0.44]"
0.11580000000000001,0.1258299248986504,"[0.1, 0.455, 0.0, 0.445]"
0.11570000000000003,0.12569359570001967,"[0.115, 0.435, 0.0, 0.45]"
0.11570000000000003,0.12555815385708727,"[0.095, 0.465, 0.0, 0.44]"
0.11560000000000001,0.1254384809378685,"[0.11, 0.445, 0.0, 0.445]"
0.11560000000000001,0.12530320227352532,"[0.09, 0.47500000000000003, 0.0, 0.435]"
0.11550000000000002,0.12516881600462632,"[0.105, 0.455, 0.0, 0.44]"
0.11540000000000002,0.1250353250085751,"[0.06, 0.525, 0.0, 0.41500000000000004]"
0.11540000000000002,0.1249286596422134,"[0.11, 0.45, 0.0, 0.44]"
0.11530000000000001,0.12479535247756623,"[0.115, 0.445, 0.0, 0.44]"
0.11530000000000001,0.12466294557726446,"[0.105, 0.46, 0.0, 0.435]"
0.11520000000000002,0.12453144181290121,"[0.07, 0.515, 0.0, 0.41500000000000004]"
0.11520000000000001,0.12440084404858352,"[0.1, 0.47000000000000003, 0.0, 0.43]"
0.11510000000000001,0.12427859831845546,"[0.115, 0.45, 0.0, 0.435]"
0.11500000000000002,0.12417621551649898,"[0.13, 0.43, 0.0, 0.44]"
0.11500000000000002,0.12404673514446078,"[0.11, 0.46, 0.0, 0.43]"
0.11490000000000002,0.12391816856296739,"[0.065, 0.53, 0.0, 0.405]"
0.11490000000000002,0.12381362001007805,"[0.085, 0.5, 0.0, 0.41500000000000004]"
0.11480000000000001,0.12370885174473166,"[0.13, 0.435, 0.0, 0.435]"
0.11480000000000001,0.1236071700994728,"[0.12, 0.45, 0.0, 0.43]"
0.11470000000000001,0.12348089933264983,"[0.125, 0.445, 0.0, 0.43]"
0.11470000000000002,0.12336822929749783,"[0.095, 0.49, 0.0, 0.41500000000000004]"
0.11460000000000001,0.12326107455316135,"[0.13, 0.44, 0.0, 0.43]"
0.11460000000000001,0.12315701360458527,"[0.12, 0.455, 0.0, 0.425]"
0.11450000000000002,0.1230560543004691,"[0.075, 0.525, 0.0, 0.4]"
0.11450000000000002,0.12294263906391469,"[0.125, 0.45, 0.0, 0.425]"
0.11440000000000002,0.1228330981454103,"[0.08, 0.52, 0.0, 0.4]"
0.11440000000000003,0.1227266576583914,"[0.11, 0.47500000000000003, 0.0, 0.41500000000000004]"
0.11430000000000001,0.12262332567664279,"[0.135, 0.44, 0.0, 0.425]"
0.11430000000000001,0.1225231100649996,"[0.125, 0.455, 0.0, 0.42]"
0.11420000000000002,0.12241486837798747,"[0.08, 0.525, 0.0, 0.395]"
0.11420000000000002,0.1223040984595365,"[0.12, 0.465, 0.0, 0.41500000000000004]"
0.11410000000000001,0.12219644021001594,"[0.135, 0.445, 0.0, 0.42]"
0.11410000000000002,0.12209190186085235,"[0.125, 0.46, 0.0, 0.41500000000000004]"
0.11400000000000002,0.12199049143273419,"[0.14, 0.44, 0.0, 0.42]"
0.11400000000000002,0.12187391025153825,"[0.13, 0.455, 0.0, 0.41500000000000004]"
0.11390000000000002,0.12175828513904095,"[0.085, 0.525, 0.0, 0.39]"
0.11390000000000002,0.1216436188215395,"[0.135, 0.45, 0.0, 0.41500000000000004]"
0.11380000000000001,0.12152991401297049,"[0.14, 0.445, 0.0, 0.41500000000000004]"
0.11380000000000001,0.12141717341463687,"[0.13, 0.46, 0.0, 0.41000000000000003]"
0.11370000000000002,0.12130539971493437,"[0.145, 0.44, 0.0, 0.41500000000000004]"
0.11370000000000002,0.12117669949293057,"[0.125, 0.47000000000000003, 0.0, 0.405]"
0.1136,0.121066644869675,"[0.14, 0.45, 0.0, 0.41000000000000003]"
0.1136,0.12095756487297518,"[0.13, 0.465, 0.0, 0.405]"
0.11350000000000002,0.12084946214195577,"[0.145, 0.445, 0.0, 0.41000000000000003]"
0.11350000000000002,0.120742339301506,"[0.125, 0.47500000000000003, 0.0, 0.4]"
0.11340000000000001,0.12063619896200312,"[0.15, 0.44, 0.0, 0.41000000000000003]"
0.11340000000000001,0.12053104371903531,"[0.13, 0.47000000000000003, 0.0, 0.4]"
0.11330000000000001,0.12042687615312456,"[0.145, 0.45, 0.0, 0.405]"
0.11330000000000001,0.12032369882944922,"[0.135, 0.465, 0.0, 0.4]"
0.11320000000000002,0.12022366655530016,"[0.15, 0.445, 0.0, 0.405]"
0.11320000000000002,0.12012181317312855,"[0.14, 0.46, 0.0, 0.4]"
0.1131,0.12001866521504062,"[0.155, 0.44, 0.0, 0.405]"
0.1131,0.11991651262440882,"[0.135, 0.47000000000000003, 0.0, 0.395]"
0.11300000000000002,0.11981535794713465,"[0.15, 0.45, 0.0, 0.4]"
0.11300000000000002,0.11971520371281169,"[0.14, 0.465, 0.0, 0.395]"
0.11290000000000001,0.1196127606068851,"[0.155, 0.445, 0.0, 0.4]"
0.11290000000000001,0.11951267715184023,"[0.145, 0.46, 0.0, 0.395]"
0.11280000000000001,0.11940197862682175,"[0.16, 0.44, 0.0, 0.4]"
0.11280000000000001,0.11929178513208694,"[0.15, 0.455, 0.0, 0.395]"
0.11270000000000002,0.11918394396897594,"[0.155, 0.45, 0.0, 0.395]"
0.11270000000000002,0.11907846152852328,"[0.145, 0.465, 0.0, 0.39]"
0.1126,0.11897534408439421,"[0.16, 0.445, 0.0, 0.395]"
0.11260000000000002,0.11887459779111767,"[0.15, 0.46, 0.0, 0.39]"
0.11250000000000002,0.11876923002192107,"[0.165, 0.44, 0.0, 0.395]"
0.11250000000000002,0.11866372655533787,"[0.145, 0.47000000000000003, 0.0, 0.385]"
0.11240000000000001,0.11856151356996081,"[0.16, 0.45, 0.0, 0.39]"
0.11240000000000001,0.11844843814926391,"[0.15, 0.465, 0.0, 0.385]"
0.11230000000000001,0.11834269094456151,"[0.165, 0.445, 0.0, 0.39]"
0.11230000000000001,0.11823958727938795,"[0.155, 0.46, 0.0, 0.385]"
0.11220000000000001,0.11813200243795074,"[0.16, 0.455, 0.0, 0.385]"
0.11220000000000002,0.11802529389923164,"[0.15, 0.47000000000000003, 0.0, 0.38]"
0.1121,0.11791858420113431,"[0.165, 0.45, 0.0, 0.385]"
0.1121,0.11775601895444665,"[0.145, 0.48, 0.0, 0.375]"
0.11200000000000002,0.11759557814815998,"[0.16, 0.46, 0.0, 0.38]"
0.11190000000000001,0.11746488837095109,"[0.165, 0.455, 0.0, 0.38]"
0.11180000000000001,0.11736404900990761,"[0.18, 0.435, 0.0, 0.385]"
0.11180000000000001,0.11725220680226021,"[0.16, 0.465, 0.0, 0.375]"
0.12760000000000002,0.15766992262318136,"[0.02, 0.275, 0.005, 0.7000000000000001]"
0.1279,0.158074389133724,"[0.015, 0.28, 0.0, 0.705]"
0.11170000000000002,0.11710795019980497,"[0.17500000000000002, 0.445, 0.0, 0.38]"
0.11170000000000002,0.11698786261830756,"[0.155, 0.47500000000000003, 0.0, 0.37]"
0.1116,0.11686398932091954,"[0.17, 0.455, 0.0, 0.375]"
0.12780000000000002,0.1582785029623417,"[0.02, 0.27, 0.005, 0.705]"
0.11150000000000002,0.11669282754308424,"[0.17500000000000002, 0.45, 0.0, 0.375]"
0.11150000000000002,0.1165684005208959,"[0.155, 0.48, 0.0, 0.365]"
0.11140000000000001,0.11643820678797832,"[0.17, 0.46, 0.0, 0.37]"
0.12750000000000003,0.1574686762502308,"[0.025, 0.27, 0.005, 0.7000000000000001]"
0.11130000000000001,0.11628117646463679,"[0.17500000000000002, 0.455, 0.0, 0.37]"
0.11130000000000001,0.1161523826703525,"[0.155, 0.485, 0.0, 0.36]"
0.11120000000000002,0.116015826506559,"[0.17, 0.465, 0.0, 0.365]"
0.11110000000000002,0.11587303396390379,"[0.17500000000000002, 0.46, 0.0, 0.365]"
0.11100000000000002,0.11573984620691356,"[0.19, 0.44, 0.0, 0.37]"
0.11100000000000002,0.11563694911229716,"[0.18, 0.455, 0.0, 0.365]"
0.11090000000000003,0.11552232684637198,"[0.135, 0.525, 0.0, 0.34]"
0.11090000000000001,0.11539584047962907,"[0.17500000000000002, 0.465, 0.0, 0.36]"
0.11080000000000001,0.11527341410750357,"[0.18, 0.46, 0.0, 0.36]"
0.11070000000000002,0.11514686274493109,"[0.195, 0.44, 0.0, 0.365]"
0.11070000000000002,0.11499259106568563,"[0.17500000000000002, 0.47000000000000003, 0.0, 0.355]"
0.1106,0.11486576513478679,"[0.19, 0.45, 0.0, 0.36]"
0.11050000000000001,0.11473280263290007,"[0.195, 0.445, 0.0, 0.36]"
0.11050000000000001,0.11459294917227675,"[0.17500000000000002, 0.47500000000000003, 0.0, 0.35000000000000003]"
0.11040000000000003,0.11446169665001475,"[0.18, 0.47000000000000003, 0.0, 0.35000000000000003]"
0.11030000000000001,0.114361077294681,"[0.195, 0.45, 0.0, 0.355]"
0.11030000000000001,0.11425203718096234,"[0.185, 0.465, 0.0, 0.35000000000000003]"
0.11020000000000002,0.11412526451228931,"[0.19, 0.46, 0.0, 0.35000000000000003]"
0.11020000000000002,0.1140049121748708,"[0.18, 0.47500000000000003, 0.0, 0.34500000000000003]"
0.11010000000000002,0.11388211448686751,"[0.195, 0.455, 0.0, 0.35000000000000003]"
0.11000000000000001,0.11373069946149106,"[0.2, 0.45, 0.0, 0.35000000000000003]"
0.10990000000000003,0.11360591533894704,"[0.20500000000000002, 0.445, 0.0, 0.35000000000000003]"
0.10990000000000003,0.11347665839281663,"[0.195, 0.46, 0.0, 0.34500000000000003]"
0.10980000000000001,0.11333984295030589,"[0.2, 0.455, 0.0, 0.34500000000000003]"
0.10970000000000002,0.11321060021040433,"[0.20500000000000002, 0.45, 0.0, 0.34500000000000003]"
0.10970000000000002,0.11307484247170102,"[0.195, 0.465, 0.0, 0.34]"
0.10960000000000002,0.1129527334773267,"[0.2, 0.46, 0.0, 0.34]"
0.10950000000000001,0.11281900549109623,"[0.215, 0.44, 0.0, 0.34500000000000003]"
0.10950000000000001,0.11271635196367917,"[0.195, 0.47000000000000003, 0.0, 0.335]"
0.10940000000000003,0.11260458250000308,"[0.21, 0.45, 0.0, 0.34]"
0.10940000000000001,0.11249639994239816,"[0.19, 0.48, 0.0, 0.33]"
0.10930000000000001,0.11237373358574503,"[0.20500000000000002, 0.46, 0.0, 0.335]"
0.10920000000000002,0.11224829620087781,"[0.21, 0.455, 0.0, 0.335]"
0.10920000000000002,0.11211461992086491,"[0.19, 0.485, 0.0, 0.325]"
0.10910000000000002,0.11198746358409944,"[0.20500000000000002, 0.465, 0.0, 0.33]"
0.10900000000000001,0.1118554781850223,"[0.22, 0.445, 0.0, 0.335]"
0.10900000000000001,0.11173669048258053,"[0.2, 0.47500000000000003, 0.0, 0.325]"
0.10890000000000002,0.1116050178083405,"[0.20500000000000002, 0.47000000000000003, 0.0, 0.325]"
0.10880000000000001,0.11150476223013975,"[0.22, 0.45, 0.0, 0.33]"
0.10880000000000001,0.11139881507448812,"[0.21, 0.465, 0.0, 0.325]"
0.10870000000000002,0.1112906105653123,"[0.215, 0.46, 0.0, 0.325]"
0.1086,0.1111701398757778,"[0.23, 0.44, 0.0, 0.33]"
0.10860000000000002,0.11104863799254812,"[0.21, 0.47000000000000003, 0.0, 0.32]"
0.10850000000000001,0.11091820409653232,"[0.225, 0.45, 0.0, 0.325]"
0.10840000000000002,0.11079321278850975,"[0.23, 0.445, 0.0, 0.325]"
0.10840000000000002,0.11066511645500583,"[0.21, 0.47500000000000003, 0.0, 0.315]"
0.10830000000000001,0.11054975350492645,"[0.225, 0.455, 0.0, 0.32]"
0.10820000000000002,0.11042021554045255,"[0.23, 0.45, 0.0, 0.32]"
0.1082,0.11028548408562208,"[0.2, 0.495, 0.0, 0.305]"
0.1081,0.1101852984748873,"[0.225, 0.46, 0.0, 0.315]"
0.10800000000000001,0.1100511880899066,"[0.23, 0.455, 0.0, 0.315]"
0.10800000000000001,0.10994893360101315,"[0.22, 0.47000000000000003, 0.0, 0.31]"
0.10790000000000001,0.10984032046566508,"[0.215, 0.48, 0.0, 0.305]"
0.1078,0.10968617050476326,"[0.24, 0.445, 0.0, 0.315]"
0.1078,0.10957941412509924,"[0.22, 0.47500000000000003, 0.0, 0.305]"
0.10770000000000002,0.10947938618753762,"[0.23500000000000001, 0.455, 0.0, 0.31]"
0.10760000000000002,0.10932520294973158,"[0.23, 0.465, 0.0, 0.305]"
0.1076,0.1092139185268984,"[0.22, 0.48, 0.0, 0.3]"
0.10750000000000001,0.10910728664942594,"[0.23500000000000001, 0.46, 0.0, 0.305]"
0.10740000000000002,0.10896832567310558,"[0.23, 0.47000000000000003, 0.0, 0.3]"
0.10740000000000001,0.10885248733951833,"[0.22, 0.485, 0.0, 0.295]"
0.1073,0.1087392109590648,"[0.23500000000000001, 0.465, 0.0, 0.3]"
0.10720000000000002,0.10861557899307078,"[0.24, 0.46, 0.0, 0.3]"
0.10710000000000001,0.10849516118242325,"[0.195, 0.53, 0.0, 0.275]"
0.10710000000000001,0.1083752001151555,"[0.23500000000000001, 0.47000000000000003, 0.0, 0.295]"
0.10700000000000001,0.10826700328354895,"[0.24, 0.465, 0.0, 0.295]"
0.10690000000000002,0.10814198074753394,"[0.255, 0.445, 0.0, 0.3]"
0.10690000000000002,0.10801529521322431,"[0.23500000000000001, 0.47500000000000003, 0.0, 0.29]"
0.1068,0.10785375283224966,"[0.24, 0.47000000000000003, 0.0, 0.29]"
0.10670000000000002,0.1077403545566841,"[0.245, 0.465, 0.0, 0.29]"
