rentabilidad óptima,riesgo asociado,composicion de portafolio
0.1267,0.1539558378237084,"[0.005, 0.325, 0.0, 0.67]"
0.12660000000000002,0.15377715207403211,"[0.01, 0.32, 0.0, 0.67]"
0.12660000000000002,0.15359964192666598,"[0.0, 0.335, 0.0, 0.665]"
0.1265,0.15342331146211124,"[0.005, 0.33, 0.0, 0.665]"
0.1264,0.15324816475246938,"[0.01, 0.325, 0.0, 0.665]"
0.12630000000000002,0.153074205861079,"[0.015, 0.32, 0.0, 0.665]"
0.1264,0.15290143884215085,"[0.0, 0.34, 0.0, 0.66]"
0.12630000000000002,0.15272986774039976,"[0.005, 0.335, 0.0, 0.66]"
0.1262,0.15255949659067441,"[0.01, 0.33, 0.0, 0.66]"
0.12620000000000003,0.15239032941758476,"[0.0, 0.34500000000000003, 0.0, 0.655]"
0.12610000000000002,0.15222237023512675,"[0.005, 0.34, 0.0, 0.655]"
0.12600000000000003,0.15205562304630502,"[0.01, 0.335, 0.0, 0.655]"
0.1259,0.1518900918427532,"[0.015, 0.33, 0.0, 0.655]"
0.126,0.15172578060435216,"[0.0, 0.35000000000000003, 0.0, 0.65]"
0.1259,0.15156269329884578,"[0.005, 0.34500000000000003, 0.0, 0.65]"
0.12580000000000002,0.15140083388145523,"[0.01, 0.34, 0.0, 0.65]"
0.1258,0.15124020629449036,"[0.0, 0.355, 0.0, 0.645]"
0.12560000000000002,0.15108081446696003,"[0.02, 0.33, 0.0, 0.65]"
0.1257,0.15092266231417997,"[0.005, 0.35000000000000003, 0.0, 0.645]"
0.12560000000000002,0.15076575373737894,"[0.01, 0.34500000000000003, 0.0, 0.645]"
0.12560000000000002,0.1506100926233033,"[0.0, 0.36, 0.0, 0.64]"
0.1255,0.1504556828438195,"[0.005, 0.355, 0.0, 0.64]"
0.1254,0.15030252825551538,"[0.0, 0.36, 0.005, 0.635]"
0.1254,0.15015063269929968,"[0.01, 0.35000000000000003, 0.0, 0.64]"
0.1254,0.15,"[0.0, 0.365, 0.0, 0.635]"
0.1398,0.19924075888231305,"[0.0, 0.005, 0.0, 0.995]"
0.1396,0.19891679793320624,"[0.0, 0.005, 0.005, 0.99]"
0.13940000000000002,0.1985933785401719,"[0.0, 0.005, 0.01, 0.985]"
0.13920000000000002,0.1982705033533733,"[0.0, 0.005, 0.015, 0.98]"
0.139,0.19794817503579062,"[0.0, 0.005, 0.02, 0.975]"
0.13930000000000003,0.19762639626325226,"[0.005, 0.01, 0.0, 0.985]"
0.13910000000000003,0.19730516972446516,"[0.005, 0.01, 0.005, 0.98]"
0.13920000000000002,0.19698449812104504,"[0.0, 0.02, 0.0, 0.98]"
0.139,0.19666438416754572,"[0.0, 0.02, 0.005, 0.975]"
0.1388,0.19634483059148772,"[0.0, 0.02, 0.01, 0.97]"
0.13870000000000002,0.1960258401333865,"[0.015, 0.01, 0.0, 0.975]"
0.1385,0.19570741554677995,"[0.015, 0.01, 0.005, 0.97]"
0.13870000000000002,0.1953895595982549,"[0.005, 0.025, 0.0, 0.97]"
0.1385,0.1950722750674734,"[0.005, 0.025, 0.005, 0.965]"
0.1386,0.19475556474719793,"[0.0, 0.035, 0.0, 0.965]"
0.13840000000000002,0.19443943144331605,"[0.0, 0.035, 0.005, 0.96]"
0.13820000000000002,0.1941238779748643,"[0.0, 0.035, 0.01, 0.9550000000000001]"
0.13820000000000002,0.19380890717405122,"[0.01, 0.03, 0.0, 0.96]"
0.138,0.19349452188627977,"[0.01, 0.03, 0.005, 0.9550000000000001]"
0.13820000000000002,0.1931807249701688,"[0.0, 0.045, 0.0, 0.9550000000000001]"
0.13800000000000004,0.19286751929757381,"[0.0, 0.045, 0.005, 0.9500000000000001]"
0.13800000000000004,0.19255490775360673,"[0.0, 0.05, 0.0, 0.9500000000000001]"
0.13780000000000003,0.1922428932366552,"[0.0, 0.05, 0.005, 0.9450000000000001]"
0.13760000000000003,0.19193147865840038,"[0.0, 0.05, 0.01, 0.9400000000000001]"
0.13770000000000002,0.19162066694383464,"[0.005, 0.05, 0.0, 0.9450000000000001]"
0.1375,0.19131046103127763,"[0.005, 0.05, 0.005, 0.9400000000000001]"
0.13760000000000003,0.19100086387239196,"[0.0, 0.06, 0.0, 0.9400000000000001]"
0.13740000000000002,0.19069187843219754,"[0.0, 0.06, 0.005, 0.935]"
0.13720000000000002,0.19038350768908532,"[0.0, 0.06, 0.01, 0.93]"
0.13720000000000002,0.19007575463482973,"[0.01, 0.055, 0.0, 0.935]"
0.137,0.1897686222746005,"[0.01, 0.055, 0.005, 0.93]"
0.13720000000000002,0.18946211362697293,"[0.0, 0.07, 0.0, 0.93]"
0.13700000000000004,0.18915623172393767,"[0.0, 0.07, 0.005, 0.925]"
0.13700000000000004,0.1888509796109091,"[0.0, 0.075, 0.0, 0.925]"
0.13680000000000003,0.18854636034673278,"[0.0, 0.075, 0.005, 0.92]"
0.13660000000000003,0.18824237700369173,"[0.0, 0.075, 0.01, 0.915]"
0.13670000000000002,0.18793903266751164,"[0.005, 0.075, 0.0, 0.92]"
0.1365,0.18763633043736494,"[0.005, 0.075, 0.005, 0.915]"
0.13660000000000003,0.1873342734258737,"[0.0, 0.085, 0.0, 0.915]"
0.13640000000000002,0.1870328647591113,"[0.0, 0.085, 0.005, 0.91]"
0.13620000000000002,0.1867321075766029,"[0.0, 0.085, 0.01, 0.905]"
0.13620000000000002,0.18643200503132507,"[0.01, 0.08, 0.0, 0.91]"
0.1361,0.1861325602897032,"[0.005, 0.085, 0.005, 0.905]"
0.13620000000000002,0.18583377653160904,"[0.0, 0.095, 0.0, 0.905]"
0.13600000000000004,0.1855356569503555,"[0.0, 0.095, 0.005, 0.9]"
0.13580000000000003,0.18523820475269134,"[0.0, 0.095, 0.01, 0.895]"
0.13580000000000003,0.18494142315879372,"[0.01, 0.09, 0.0, 0.9]"
0.13560000000000003,0.1846453154022598,"[0.01, 0.09, 0.005, 0.895]"
0.13580000000000003,0.18434988473009686,"[0.0, 0.105, 0.0, 0.895]"
0.13560000000000003,0.18405513440271098,"[0.0, 0.105, 0.005, 0.89]"
0.13560000000000003,0.1837610676938943,"[0.0, 0.11, 0.0, 0.89]"
0.13540000000000002,0.18346768789081092,"[0.01, 0.1, 0.0, 0.89]"
0.13520000000000001,0.18317499829398118,"[0.01, 0.1, 0.005, 0.885]"
0.1353,0.18288300221726458,"[0.005, 0.11, 0.0, 0.885]"
0.13520000000000001,0.18259170298784114,"[0.0, 0.115, 0.005, 0.88]"
0.13520000000000001,0.18230110394619117,"[0.0, 0.12, 0.0, 0.88]"
0.135,0.18201120844607344,"[0.01, 0.11, 0.0, 0.88]"
0.1348,0.18172201985450195,"[0.01, 0.11, 0.005, 0.875]"
0.13490000000000002,0.18143354155172078,"[0.005, 0.12, 0.0, 0.875]"
0.13470000000000001,0.18114577693117775,"[0.005, 0.12, 0.005, 0.87]"
0.1348,0.18085872939949568,"[0.0, 0.13, 0.0, 0.87]"
0.13460000000000003,0.1805724023764429,"[0.0, 0.13, 0.005, 0.865]"
0.13440000000000002,0.18028679929490124,"[0.01, 0.12, 0.005, 0.865]"
0.1345,0.1800019236008327,"[0.005, 0.13, 0.0, 0.865]"
0.1343,0.17971777875324413,"[0.005, 0.13, 0.005, 0.86]"
0.13440000000000002,0.17943436822415046,"[0.0, 0.14, 0.0, 0.86]"
0.1342,0.17915169549853555,"[0.01, 0.13, 0.0, 0.86]"
0.134,0.17886976407431193,"[0.01, 0.13, 0.005, 0.855]"
0.13410000000000002,0.17858857746227785,"[0.005, 0.14, 0.0, 0.855]"
0.134,0.17830813918607308,"[0.0, 0.145, 0.005, 0.85]"
0.134,0.17802845278213256,"[0.0, 0.15, 0.0, 0.85]"
0.1338,0.17774952179963804,"[0.01, 0.14, 0.0, 0.85]"
0.1336,0.17747134980046778,"[0.01, 0.14, 0.005, 0.845]"
0.1337,0.17719394035914435,"[0.005, 0.15, 0.0, 0.845]"
0.1336,0.17691729706278014,"[0.0, 0.155, 0.005, 0.84]"
0.13340000000000002,0.17664142351102133,"[0.0, 0.155, 0.01, 0.835]"
0.13340000000000002,0.1763663233159891,"[0.01, 0.15, 0.0, 0.84]"
0.1333,0.17609200010221931,"[0.005, 0.155, 0.005, 0.835]"
0.13340000000000002,0.1758184575065997,"[0.0, 0.165, 0.0, 0.835]"
0.13320000000000004,0.17554569917830512,"[0.0, 0.165, 0.005, 0.8300000000000001]"
0.133,0.17527372877873057,"[0.0, 0.165, 0.01, 0.8250000000000001]"
0.13310000000000002,0.1750025499814217,"[0.005, 0.165, 0.0, 0.8300000000000001]"
0.13290000000000002,0.17473216647200368,"[0.005, 0.165, 0.005, 0.8250000000000001]"
0.133,0.17446258194810713,"[0.0, 0.17500000000000002, 0.0, 0.8250000000000001]"
0.13280000000000003,0.17419380011929242,"[0.01, 0.165, 0.0, 0.8250000000000001]"
0.13260000000000002,0.17392582470697102,"[0.01, 0.165, 0.005, 0.8200000000000001]"
0.1327,0.17365865944432488,"[0.005, 0.17500000000000002, 0.0, 0.8200000000000001]"
0.13250000000000003,0.17339230807622352,"[0.005, 0.17500000000000002, 0.005, 0.8150000000000001]"
0.13260000000000002,0.17312677435913837,"[0.0, 0.185, 0.0, 0.8150000000000001]"
0.13240000000000002,0.17286206206105492,"[0.01, 0.17500000000000002, 0.0, 0.8150000000000001]"
0.1322,0.17259817496138252,"[0.02, 0.165, 0.0, 0.8150000000000001]"
0.13240000000000002,0.17233511685086125,"[0.0, 0.19, 0.0, 0.81]"
0.13220000000000004,0.172072891531467,"[0.0, 0.19, 0.005, 0.805]"
0.132,0.17181150281631322,"[0.01, 0.18, 0.005, 0.805]"
0.13210000000000002,0.1715509545295508,"[0.005, 0.19, 0.0, 0.805]"
0.13190000000000002,0.17129125050626492,"[0.015, 0.18, 0.0, 0.805]"
0.132,0.17103239459236955,"[0.0, 0.2, 0.0, 0.8]"
0.13180000000000003,0.17077439064449917,"[0.01, 0.19, 0.0, 0.8]"
0.13160000000000002,0.17051724252989783,"[0.02, 0.18, 0.0, 0.8]"
0.1317,0.1702609541263058,"[0.005, 0.2, 0.0, 0.795]"
0.13160000000000002,0.17000552932184296,"[0.0, 0.20500000000000002, 0.005, 0.79]"
0.13140000000000002,0.1697509720148901,"[0.01, 0.195, 0.005, 0.79]"
0.13150000000000003,0.16949728611396703,"[0.005, 0.20500000000000002, 0.0, 0.79]"
0.13130000000000003,0.16924447553760805,"[0.015, 0.195, 0.0, 0.79]"
0.13140000000000002,0.1689925442142345,"[0.0, 0.215, 0.0, 0.785]"
0.1312,0.16874149608202482,"[0.01, 0.20500000000000002, 0.0, 0.785]"
0.13100000000000003,0.16849133508878136,"[0.01, 0.20500000000000002, 0.005, 0.78]"
0.1312,0.16824206519179444,"[0.0, 0.22, 0.0, 0.78]"
0.131,0.16799369035770362,"[0.01, 0.21, 0.0, 0.78]"
0.1253,0.1498203257238483,"[0.005, 0.36, 0.0, 0.635]"
0.1252,0.14967061334811185,"[0.01, 0.355, 0.0, 0.635]"
0.1396,0.19848304713501352,"[0.0, 0.01, 0.0, 0.99]"
0.13940000000000002,0.19815986601731445,"[0.0, 0.01, 0.005, 0.985]"
0.1288,0.160384444382864,"[0.0, 0.28, 0.0, 0.72]"
0.12860000000000002,0.1601675138721957,"[0.0, 0.28, 0.005, 0.715]"
0.1285,0.1599516176848487,"[0.015, 0.265, 0.0, 0.72]"
0.12860000000000002,0.15973676001471923,"[0.0, 0.28500000000000003, 0.0, 0.715]"
0.12840000000000001,0.15952294505806994,"[0.01, 0.275, 0.0, 0.715]"
0.12830000000000003,0.15931017701327183,"[0.015, 0.27, 0.0, 0.715]"
0.12510000000000002,0.14949124556307636,"[0.015, 0.35000000000000003, 0.0, 0.635]"
0.1252,0.14934245879856137,"[0.0, 0.37, 0.0, 0.63]"
0.12510000000000002,0.14916340033667774,"[0.005, 0.365, 0.0, 0.63]"
0.125,0.14901554449117044,"[0.01, 0.36, 0.0, 0.63]"
0.1307,0.1668139457599394,"[0.005, 0.225, 0.0, 0.77]"
0.1305,0.16656809418373017,"[0.015, 0.215, 0.0, 0.77]"
0.13060000000000002,0.16632315683632273,"[0.0, 0.23500000000000001, 0.0, 0.765]"
0.13040000000000002,0.16607913776269434,"[0.01, 0.225, 0.0, 0.765]"
0.13030000000000003,0.1658360410164208,"[0.005, 0.23, 0.005, 0.76]"
0.13040000000000002,0.16559387065951445,"[0.0, 0.24, 0.0, 0.76]"
0.1302,0.16535263076225912,"[0.01, 0.23, 0.0, 0.76]"
0.13,0.16511232540304194,"[0.02, 0.22, 0.0, 0.76]"
0.13010000000000002,0.16487295866818186,"[0.005, 0.24, 0.0, 0.755]"
0.1297,0.1646345346517553,"[0.015, 0.225, 0.01, 0.75]"
0.125,0.14883679820528256,"[0.0, 0.375, 0.0, 0.625]"
0.12490000000000001,0.14868987860644717,"[0.005, 0.37, 0.0, 0.625]"
0.1292,0.1616953926368961,"[0.0, 0.27, 0.0, 0.73]"
0.129,0.16146923081503795,"[0.01, 0.26, 0.0, 0.73]"
0.12890000000000001,0.16124406965839086,"[0.015, 0.255, 0.0, 0.73]"
0.129,0.1610199133647761,"[0.0, 0.275, 0.0, 0.725]"
0.12480000000000001,0.148511447370228,"[0.01, 0.365, 0.0, 0.625]"
0.1247,0.14836546936534792,"[0.005, 0.37, 0.005, 0.62]"
0.13080000000000003,0.16777031918667856,"[0.02, 0.2, 0.0, 0.78]"
